 
****************************************
Report : cell
Design : CORDIC_top
Version: J-2014.09-SP2
Date   : Tue Jun  6 09:56:53 2017
****************************************

Attributes:
    b - black box (unknown)
    h - hierarchical
   mo - map_only
    n - noncombinational
    r - removable
    u - contains unmapped logic

Cell                      Reference       Library             Area  Attributes
--------------------------------------------------------------------------------
U286                      INV3            c35_CORELIB_TYP 36.400002 
U287                      AOI221          c35_CORELIB_TYP 91.000000 
U288                      INV3            c35_CORELIB_TYP 36.400002 
U289                      AOI221          c35_CORELIB_TYP 91.000000 
U290                      INV3            c35_CORELIB_TYP 36.400002 
U291                      AOI221          c35_CORELIB_TYP 91.000000 
U292                      INV3            c35_CORELIB_TYP 36.400002 
U293                      AOI221          c35_CORELIB_TYP 91.000000 
U294                      NOR21           c35_CORELIB_TYP 54.599998 
U295                      NOR21           c35_CORELIB_TYP 54.599998 
U296                      NOR21           c35_CORELIB_TYP 54.599998 
U297                      NOR21           c35_CORELIB_TYP 54.599998 
U298                      NOR21           c35_CORELIB_TYP 54.599998 
U299                      XOR21           c35_CORELIB_TYP 127.400002
U300                      INV3            c35_CORELIB_TYP 36.400002 
U301                      AOI221          c35_CORELIB_TYP 91.000000 
U302                      XNR21           c35_CORELIB_TYP 109.199997
U303                      INV3            c35_CORELIB_TYP 36.400002 
U304                      NAND22          c35_CORELIB_TYP 54.599998 
U305                      BUF2            c35_CORELIB_TYP 54.599998 
U306                      NOR21           c35_CORELIB_TYP 54.599998 
U307                      NOR21           c35_CORELIB_TYP 54.599998 
U308                      INV3            c35_CORELIB_TYP 36.400002 
U309                      AOI221          c35_CORELIB_TYP 91.000000 
U310                      XOR21           c35_CORELIB_TYP 127.400002
U311                      XOR21           c35_CORELIB_TYP 127.400002
U312                      INV3            c35_CORELIB_TYP 36.400002 
U313                      AOI221          c35_CORELIB_TYP 91.000000 
U314                      XNR21           c35_CORELIB_TYP 109.199997
U315                      INV3            c35_CORELIB_TYP 36.400002 
U316                      AOI221          c35_CORELIB_TYP 91.000000 
U317                      INV3            c35_CORELIB_TYP 36.400002 
U318                      AOI211          c35_CORELIB_TYP 72.800003 
U319                      INV3            c35_CORELIB_TYP 36.400002 
U320                      AOI221          c35_CORELIB_TYP 91.000000 
U321                      INV3            c35_CORELIB_TYP 36.400002 
U322                      AOI221          c35_CORELIB_TYP 91.000000 
U323                      INV3            c35_CORELIB_TYP 36.400002 
U324                      AOI221          c35_CORELIB_TYP 91.000000 
U325                      INV3            c35_CORELIB_TYP 36.400002 
U326                      AOI221          c35_CORELIB_TYP 91.000000 
U327                      XNR21           c35_CORELIB_TYP 109.199997
U328                      INV3            c35_CORELIB_TYP 36.400002 
U329                      AOI221          c35_CORELIB_TYP 91.000000 
U330                      XNR21           c35_CORELIB_TYP 109.199997
U331                      XOR21           c35_CORELIB_TYP 127.400002
U332                      INV3            c35_CORELIB_TYP 36.400002 
U333                      AOI221          c35_CORELIB_TYP 91.000000 
U334                      XNR21           c35_CORELIB_TYP 109.199997
U335                      XOR21           c35_CORELIB_TYP 127.400002
U336                      INV3            c35_CORELIB_TYP 36.400002 
U337                      AOI221          c35_CORELIB_TYP 91.000000 
U338                      XNR21           c35_CORELIB_TYP 109.199997
U339                      XOR21           c35_CORELIB_TYP 127.400002
U340                      INV3            c35_CORELIB_TYP 36.400002 
U341                      AOI221          c35_CORELIB_TYP 91.000000 
U342                      XNR21           c35_CORELIB_TYP 109.199997
U343                      XOR21           c35_CORELIB_TYP 127.400002
U344                      INV3            c35_CORELIB_TYP 36.400002 
U345                      AOI221          c35_CORELIB_TYP 91.000000 
U346                      XNR21           c35_CORELIB_TYP 109.199997
U347                      XOR21           c35_CORELIB_TYP 127.400002
U348                      INV3            c35_CORELIB_TYP 36.400002 
U349                      AOI221          c35_CORELIB_TYP 91.000000 
U350                      XNR21           c35_CORELIB_TYP 109.199997
U351                      XOR21           c35_CORELIB_TYP 127.400002
U352                      INV3            c35_CORELIB_TYP 36.400002 
U353                      AOI221          c35_CORELIB_TYP 91.000000 
U354                      XOR21           c35_CORELIB_TYP 127.400002
U355                      XNR21           c35_CORELIB_TYP 109.199997
U356                      INV3            c35_CORELIB_TYP 36.400002 
U357                      AOI221          c35_CORELIB_TYP 91.000000 
U358                      XOR21           c35_CORELIB_TYP 127.400002
U359                      XNR21           c35_CORELIB_TYP 109.199997
U360                      INV3            c35_CORELIB_TYP 36.400002 
U361                      AOI221          c35_CORELIB_TYP 91.000000 
U362                      INV3            c35_CORELIB_TYP 36.400002 
U363                      NOR21           c35_CORELIB_TYP 54.599998 
U364                      INV3            c35_CORELIB_TYP 36.400002 
U365                      NOR21           c35_CORELIB_TYP 54.599998 
U366                      NOR21           c35_CORELIB_TYP 54.599998 
U367                      INV3            c35_CORELIB_TYP 36.400002 
U368                      NOR21           c35_CORELIB_TYP 54.599998 
U369                      INV3            c35_CORELIB_TYP 36.400002 
U370                      AOI211          c35_CORELIB_TYP 72.800003 
U371                      INV3            c35_CORELIB_TYP 36.400002 
U372                      OAI2111         c35_CORELIB_TYP 91.000000 
U373                      INV3            c35_CORELIB_TYP 36.400002 
U374                      AOI211          c35_CORELIB_TYP 72.800003 
U375                      INV3            c35_CORELIB_TYP 36.400002 
U376                      AOI221          c35_CORELIB_TYP 91.000000 
U377                      INV3            c35_CORELIB_TYP 36.400002 
U378                      NOR21           c35_CORELIB_TYP 54.599998 
U379                      AOI221          c35_CORELIB_TYP 91.000000 
U380                      INV3            c35_CORELIB_TYP 36.400002 
U381                      NOR21           c35_CORELIB_TYP 54.599998 
U382                      INV3            c35_CORELIB_TYP 36.400002 
U383                      NOR21           c35_CORELIB_TYP 54.599998 
U384                      NOR21           c35_CORELIB_TYP 54.599998 
U385                      INV3            c35_CORELIB_TYP 36.400002 
U386                      INV3            c35_CORELIB_TYP 36.400002 
U387                      NOR21           c35_CORELIB_TYP 54.599998 
U388                      INV3            c35_CORELIB_TYP 36.400002 
U389                      NOR21           c35_CORELIB_TYP 54.599998 
U390                      INV3            c35_CORELIB_TYP 36.400002 
U391                      NOR21           c35_CORELIB_TYP 54.599998 
U392                      NOR21           c35_CORELIB_TYP 54.599998 
U393                      INV3            c35_CORELIB_TYP 36.400002 
U394                      NOR21           c35_CORELIB_TYP 54.599998 
U395                      NOR21           c35_CORELIB_TYP 54.599998 
U396                      NOR21           c35_CORELIB_TYP 54.599998 
U397                      NOR21           c35_CORELIB_TYP 54.599998 
U398                      NOR21           c35_CORELIB_TYP 54.599998 
U399                      NOR21           c35_CORELIB_TYP 54.599998 
U400                      NOR21           c35_CORELIB_TYP 54.599998 
U401                      INV3            c35_CORELIB_TYP 36.400002 
U402                      NOR21           c35_CORELIB_TYP 54.599998 
U403                      INV3            c35_CORELIB_TYP 36.400002 
U404                      NOR21           c35_CORELIB_TYP 54.599998 
U405                      INV3            c35_CORELIB_TYP 36.400002 
U406                      NOR21           c35_CORELIB_TYP 54.599998 
U407                      INV3            c35_CORELIB_TYP 36.400002 
U408                      INV3            c35_CORELIB_TYP 36.400002 
U409                      NOR21           c35_CORELIB_TYP 54.599998 
U410                      INV3            c35_CORELIB_TYP 36.400002 
U411                      NOR21           c35_CORELIB_TYP 54.599998 
U412                      NOR21           c35_CORELIB_TYP 54.599998 
U413                      INV3            c35_CORELIB_TYP 36.400002 
U414                      INV3            c35_CORELIB_TYP 36.400002 
U415                      NOR40           c35_CORELIB_TYP 72.800003 
U416                      INV3            c35_CORELIB_TYP 36.400002 
U417                      NOR21           c35_CORELIB_TYP 54.599998 
U418                      INV3            c35_CORELIB_TYP 36.400002 
U419                      NOR21           c35_CORELIB_TYP 54.599998 
U420                      INV3            c35_CORELIB_TYP 36.400002 
U421                      NOR21           c35_CORELIB_TYP 54.599998 
U422                      INV3            c35_CORELIB_TYP 36.400002 
U423                      NOR21           c35_CORELIB_TYP 54.599998 
U424                      NOR21           c35_CORELIB_TYP 54.599998 
U425                      INV3            c35_CORELIB_TYP 36.400002 
U426                      AOI211          c35_CORELIB_TYP 72.800003 
U427                      INV3            c35_CORELIB_TYP 36.400002 
U428                      OAI2111         c35_CORELIB_TYP 91.000000 
U429                      NOR21           c35_CORELIB_TYP 54.599998 
U430                      NOR21           c35_CORELIB_TYP 54.599998 
U431                      NOR21           c35_CORELIB_TYP 54.599998 
U432                      INV3            c35_CORELIB_TYP 36.400002 
U433                      NOR21           c35_CORELIB_TYP 54.599998 
U434                      INV3            c35_CORELIB_TYP 36.400002 
U435                      NOR21           c35_CORELIB_TYP 54.599998 
U436                      NOR21           c35_CORELIB_TYP 54.599998 
U437                      NOR21           c35_CORELIB_TYP 54.599998 
U438                      NOR21           c35_CORELIB_TYP 54.599998 
U439                      NOR21           c35_CORELIB_TYP 54.599998 
U440                      NOR21           c35_CORELIB_TYP 54.599998 
U441                      NOR21           c35_CORELIB_TYP 54.599998 
U442                      NOR21           c35_CORELIB_TYP 54.599998 
U443                      INV3            c35_CORELIB_TYP 36.400002 
U444                      NOR21           c35_CORELIB_TYP 54.599998 
U445                      INV3            c35_CORELIB_TYP 36.400002 
U446                      NOR21           c35_CORELIB_TYP 54.599998 
U447                      NOR21           c35_CORELIB_TYP 54.599998 
U448                      INV3            c35_CORELIB_TYP 36.400002 
U449                      NOR21           c35_CORELIB_TYP 54.599998 
U450                      INV3            c35_CORELIB_TYP 36.400002 
U451                      NOR21           c35_CORELIB_TYP 54.599998 
U452                      INV3            c35_CORELIB_TYP 36.400002 
U453                      NOR21           c35_CORELIB_TYP 54.599998 
U454                      INV3            c35_CORELIB_TYP 36.400002 
U455                      INV3            c35_CORELIB_TYP 36.400002 
U456                      NOR21           c35_CORELIB_TYP 54.599998 
U457                      INV3            c35_CORELIB_TYP 36.400002 
U458                      NOR21           c35_CORELIB_TYP 54.599998 
U459                      INV3            c35_CORELIB_TYP 36.400002 
U460                      NOR21           c35_CORELIB_TYP 54.599998 
U461                      INV3            c35_CORELIB_TYP 36.400002 
U462                      NOR21           c35_CORELIB_TYP 54.599998 
U463                      INV3            c35_CORELIB_TYP 36.400002 
U464                      NOR21           c35_CORELIB_TYP 54.599998 
U465                      INV3            c35_CORELIB_TYP 36.400002 
U466                      NOR21           c35_CORELIB_TYP 54.599998 
U467                      INV3            c35_CORELIB_TYP 36.400002 
U468                      NOR21           c35_CORELIB_TYP 54.599998 
U469                      INV3            c35_CORELIB_TYP 36.400002 
U470                      NOR21           c35_CORELIB_TYP 54.599998 
U471                      INV3            c35_CORELIB_TYP 36.400002 
U472                      NOR21           c35_CORELIB_TYP 54.599998 
U473                      INV3            c35_CORELIB_TYP 36.400002 
U474                      NOR21           c35_CORELIB_TYP 54.599998 
U475                      INV3            c35_CORELIB_TYP 36.400002 
U476                      NOR21           c35_CORELIB_TYP 54.599998 
U477                      INV3            c35_CORELIB_TYP 36.400002 
U478                      NOR21           c35_CORELIB_TYP 54.599998 
U479                      INV3            c35_CORELIB_TYP 36.400002 
U480                      NOR21           c35_CORELIB_TYP 54.599998 
U481                      INV3            c35_CORELIB_TYP 36.400002 
U482                      NOR21           c35_CORELIB_TYP 54.599998 
U483                      INV3            c35_CORELIB_TYP 36.400002 
U484                      NOR21           c35_CORELIB_TYP 54.599998 
U485                      INV3            c35_CORELIB_TYP 36.400002 
U486                      NOR21           c35_CORELIB_TYP 54.599998 
U487                      INV3            c35_CORELIB_TYP 36.400002 
U488                      NOR21           c35_CORELIB_TYP 54.599998 
